,,,2.70E-05,1.349993654,,,,,2.70E-05,3.19E+00
,,,2.80E-05,1.578970196,,,,,2.80E-05,3.22E+00
,,,2.90E-05,1.445881252,,,,,2.90E-05,3.33E+00
,,,3.00E-05,1.544411109,,,,,3.00E-05,3.17E+00
,,,3.10E-05,1.759646128,,,,,3.10E-05,3.12E+00
,,,3.20E-05,1.68364083,,,,,3.20E-05,3.49E+00
,,,3.30E-05,1.459071415,,,,,3.30E-05,3.43E+00
,,,3.40E-05,1.777142404,,,,,3.40E-05,3.26E+00
,,,3.50E-05,1.70744247,,,,,3.50E-05,3.18E+00
,,,3.60E-05,1.675593537,,,,,3.60E-05,3.33E+00
,,,3.70E-05,1.722598555,,,,,3.70E-05,3.30E+00
,,,3.80E-05,1.711871096,,,,,3.80E-05,3.38E+00
,,,3.90E-05,1.549752148,,,,,3.90E-05,3.22E+00
,,,4.00E-05,1.774920626,,,,,4.00E-05,3.42E+00
,,,4.10E-05,1.747569155,,,,,4.10E-05,3.19E+00
,,,4.20E-05,1.693795708,,,,,4.20E-05,3.14E+00
,,,4.30E-05,1.827454703,,,,,4.30E-05,3.20E+00
,,,4.40E-05,1.874201422,,,,,4.40E-05,3.42E+00
,,,4.50E-05,1.918122908,,,,,4.50E-05,3.16E+00
,,,4.60E-05,1.781613872,,,,,4.60E-05,3.23E+00
,,,4.70E-05,1.772328118,,,,,4.70E-05,3.24E+00
,,,4.80E-05,1.899521143,,,,,4.80E-05,3.05E+00
,,,4.90E-05,1.726101969,,,,,4.90E-05,3.14E+00
,,,5.00E-05,1.740289691,,,,,5.00E-05,3.22E+00
,,,5.10E-05,2.08222177,,,,,5.10E-05,3.27E+00
,,,5.20E-05,1.882653964,,,,,5.20E-05,2.93E+00
,,,5.30E-05,1.900359718,,,,,5.30E-05,3.08E+00
,,,5.40E-05,1.959032812,,,,,5.40E-05,2.92E+00
,,,5.50E-05,1.940190743,,,,,5.50E-05,2.95E+00
,,,5.60E-05,2.124880388,,,,,5.60E-05,3.14E+00
,,,5.70E-05,2.050946886,,,,,5.70E-05,3.15E+00
,,,5.80E-05,1.956642503,,,,,5.80E-05,2.95E+00
,,,5.90E-05,2.034708491,,,,,5.90E-05,2.92E+00
,,,6.00E-05,2.12813782,,,,,6.00E-05,2.87E+00
,,,6.10E-05,1.88049679,,,,,6.10E-05,2.87E+00
,,,6.20E-05,2.047017228,,,,,6.20E-05,2.96E+00
,,,6.30E-05,2.072058039,,,,,6.30E-05,2.92E+00
,,,6.40E-05,2.181100668,,,,,6.40E-05,3.10E+00
,,,6.50E-05,2.119270367,,,,,6.50E-05,2.97E+00
,,,6.60E-05,2.113700188,,,,,6.60E-05,2.78E+00
,,,6.70E-05,2.327067593,,,,,6.70E-05,2.76E+00
,,,6.80E-05,2.153219045,,,,,6.80E-05,2.88E+00
,,,6.90E-05,2.07336118,,,,,6.90E-05,2.68E+00
,,,7.00E-05,2.162394313,,,,,7.00E-05,2.77E+00
